Plot	SubPlot	TreeFieldNum	Genus	Species	SpeciesLong	Bark	Dawkins	DBH	SLA	LDMC	LT	LA	CC
14	1	361	Symphonia	globulifera	S globulifera	G	2B	24.509861236151906	86.509	0.358	354.5	37.667	85.3545
14	1	371	Symphonia	globulifera	S globulifera	G	5B	55.38592019597964	94.10340000000001	0.38	295	14.0532	66.4114
14	1	495	Symphonia	sp.1	S sp.1	S	3A	46.63239832592538	71.7072	0.3904	391.2	7.5884	80.9564
14	1	576	Symphonia	globulifera	S globulifera	G	5B	34.69577759403322	98.0832	0.3752	300.2	15.478	79.3352
14	1	585	Eschweilera	pedicellata	E pedicellata	NA	1B	15.756339366097654	130.7758	0.4498	189.6	25.804	64.6046
14	1	587	Symphonia	globulifera	S globulifera	G	5B	57.93239928544996	76.8248	0.353	415	36.08	83.0412
14	1	617	Eschweilera	coriacea	E coriacea	NA	2B	28.807044699633085	84.8556	0.4538	288.8	57.73	82.7418
14	1	771	Symphonia	sp.1	S sp.1	G	5B	50.61127190322277	60.4176	0.431	418.4	10.0242	90.8216
14	1	835	Eschweilera	sagotiana	E sagotiana	NA	3C	34.69577759403322	73.8574	0.413	358.2	109.47200000000001	77.3134
14	1	892	Eschweilera	decolorans	E decolorans	NA	1B	10.822536130248894	147.1748	0.3814	191.2	50.314	46.2094
14	1	2830	Symphonia	sp.1	S sp.1	G	2B	16.711269024649027	119.1358	0.28659999999999997	348.6	54.0922	73.7818
14	2	23	Eschweilera	pedicellata	E pedicellata	NA	1B	16.23380419537334	67.1978	0.4928	321.8	74.98	98.6646
14	2	66	Eschweilera	coriacea	E coriacea	NA	3B	21.326762374313997	105.282	0.4434	226.6	27.144000000000002	50.5214
14	2	67	Symphonia	globulifera	S globulifera	G	3B	37.56056656968734	59.4898	0.4168	447.2	12.027000000000001	71.904
14	2	87	Symphonia	sp.1	S sp.1	S	2A	31.512678732195308	65.7564	0.41100000000000003	442	16.2676	89.3096
14	2	220	Symphonia	sp.1	S sp.1	G	4B	36.12817208186028	99.4206	0.3708	307.6	13.5838	86.3084
14	2	318	Symphonia	globulifera	S globulifera	G	5A	59.20563883018512	90.647	0.40599999999999997	399.8	48.0334	86.873
14	2	388	Eschweilera	sagotiana	E sagotiana	NA	2B	20.371832715762626	70.6144	0.443	307.2	119.922	82.01480000000001
14	2	459	Symphonia	globulifera	S globulifera	G	5B	95.4929658551373	74.3134	0.3504	467.8	30.719199999999997	85.3318
14	2	475	Eschweilera	coriacea	E coriacea	NA	2C	25.78310078088707	96.7928	0.4724	233.8	63.898	60.7236
14	2	533	Eschweilera	sagotiana	E sagotiana	NA	3C	27.056340325622234	81.3078	0.5388	286.8	72.586	84.4684
14	2	660	Eschweilera	coriacea	E coriacea	NA	2A	28.96619964272498	68.457	0.46199999999999997	321.4	83.496	65.8734
14	2	785	Eschweilera	coriacea	E coriacea	NA	2B	23.07746674832485	60.5086	0.5104	329	94.292	97.2226
14	2	789	Eschweilera	coriacea	E coriacea	NA	2B	21.804227203589683	77.1376	0.4392	308.6	102.81	91.3756
14	2	832	Eschweilera	sagotiana	E sagotiana	NA	2A	40.90282037461714	68.8206	0.488	302.6	69.394	84.4608
14	2	860	Eschweilera	sagotiana	E sagotiana	NA	2B	25.14648100851949	65.8028	0.4298	374	66.42999999999999	60.3732
14	2	865	Eschweilera	sagotiana	E sagotiana	NA	3A	30.557749073643937	133.404	0.4126	290.2	171.72666666666666	72.1034
14	2	945	Eschweilera	sagotiana	E sagotiana	NA	2A	24.509861236151906	74.3362	0.4874	286.8	117.952	65.2838
14	2	946	Symphonia	globulifera	S globulifera	G	1A	14.642254764454385	121.3218	0.33140000000000003	258.2	17.360599999999998	62.9716
14	2	2842	Symphonia	sp.1	S sp.1	S	1B	12.095775674984058	116.1002	0.3176	296.8	21.34	74.643
14	2	2874	Symphonia	sp.1	S sp.1	S	3B	14.960564650638178	103.9162	0.37120000000000003	313.2	20.612	94.4362
14	2	2982	Symphonia	sp.1	S sp.1	S	1A	10.345071300973208	137.3674	0.2988	273.6	21.5242	79.0994
14	3	26	Eschweilera	coriacea	E coriacea	NA	3A	40.74366543152525	87.6764	0.4782	236.8	85.88	72.3098
14	3	138	Eschweilera	pedicellata	E pedicellata	NA	2A	19.576058000303146	153.75300000000001	0.4004	179	21.244	62.300399999999996
14	3	193	Eschweilera	sagotiana	E sagotiana	NA	4C	24.191551349968115	58.9052	0.4776	382.8	48.112	69.121
14	3	204	Symphonia	sp.1	S sp.1	S	3B	32.626763333838575	113.4538	0.339	297.4	27.1208	77.691
14	3	445	Symphonia	sp.1	S sp.1	G	4B	40.26620060224956	93.8146	0.314	384.2	43.191	59.7126
14	3	495	Eschweilera	sagotiana	E sagotiana	NA	4A	38.19718634205492	64.6674	0.4554	357.8	83.848	72.6568
14	3	663	Symphonia	sp.1	S sp.1	S	4A	33.104228163114264	106.6648	0.2928	380	51.4518	64.9368
14	3	772	Eschweilera	coriacea	E coriacea	NA	1B	17.029578910832818	123.058	0.438	198.4	74.574	58.4612
14	3	843	Eschweilera	sagotiana	E sagotiana	NA	2B	14.005634992086804	70.9978	0.476	326.6	66.3	76.18180000000001
14	3	900	Eschweilera	pedicellata	E pedicellata	NA	1B	12.73239544735164	127.4992	0.3886	206.8	61.106	58.6768
14	4	52	Symphonia	sp.1	S sp.1	S	5A	42.01690497626041	56.757400000000004	0.4218	457	12.34	71.573
14	4	212	Symphonia	sp.1	S sp.1	S	1A	10.822536130248894	139.0272	0.3038	279.2	21.8748	66.4754
14	4	249	Eschweilera	sagotiana	E sagotiana	NA	5A	39.15211600060629	72.15520000000001	0.4244	342.4	41.536	66.3486
14	4	263	Eschweilera	sagotiana	E sagotiana	NA	5A	49.3380323584876	45.171	0.5006	451.2	144.36	81.1818
14	4	340	Eschweilera	sagotiana	E sagotiana	NA	4A	32.785918276930474	52.2218	0.4708	405.6	73.666	104.6144
14	4	460	Symphonia	sp.1	S sp.1	S	4B	50.77042684631466	96.659	0.37	312.4	20.470399999999998	81.007
14	4	651	Symphonia	sp.1	S sp.1	S	4A	35.3323973664008	66.5778	0.4174	400.6	11.7194	82.3196
14	4	742	Eschweilera	sagotiana	E sagotiana	NA	1A	10.345071300973208	104.8942	0.3584	278.2	129.788	56.524
14	4	789	Eschweilera	sagotiana	E sagotiana	NA	4A	42.335214862444204	60.4082	0.4416	393	34.903999999999996	73.0834
14	4	828	Eschweilera	decolorans	E decolorans	NA	5B	47.10986315520107	92.2042	0.4616	235.2	56.506	75.5592
14	4	986	Eschweilera	collina	E collina	NA	1B	15.119719593730073	122.348	0.4502	201.4	57.702	81.6002
14	4	1000	Eschweilera	collina	E collina	NA	2B	14.48309982136249	90.2248	0.4838	229.8	64.454	84.4368
14	4	2569	Eschweilera	grandiflora	E grandiflora	NA	2A	12.095775674984058	74.80120000000001	0.4748	315.2	151.426	64.324
14	4	3034	Symphonia	sp.1	S sp.1	S	5B	10.504226244065103	137.3576	0.3368	302.4	18.9428	62.312200000000004
14	4	3065	Eschweilera	decolorans	E decolorans	NA	2A	10.822536130248894	109.0536	0.4162	222.2	67.224	65.1864
15	1	198	Symphonia	globulifera	S globulifera	G	NA	55.70423008216343	182.68720000000002	0.2046	305.8	37.9462	44.3578
15	1	560	Symphonia	globulifera	S globulifera	G	5B	65.41268161076906	84.3334	0.317	436.4	32.1388	65.161
15	1	575	Symphonia	globulifera	S globulifera	G	5B	67.004231041688	88.391	0.312	410.6	25.433799999999998	57.98225
15	1	637	Symphonia	globulifera	S globulifera	G	5B	43.767609350271265	90.8974	0.2816	464.8	27.5818	35.667
15	1	792	Eschweilera	micrantha	E micrantha	NA	1A	14.960564650638178	104.19725	0.508	136.25	80.8125	71.697
15	1	864	Eschweilera	sagotiana	E sagotiana	NA	2A	24.509861236151906	78.505	0.446	317.8	69.468	76.5084
15	1	2851	Eschweilera	collina	E collina	NA	1B	15.278874536821968	109.165	0.4516	237.8	49.897999999999996	76.39160000000001
15	1	2905	Eschweilera	parviflora	E parviflora	NA	1A	10.504226244065103	78.35249999999999	0.474	181.75	128.5125	80.84275
15	2	73	Symphonia	sp.1	S sp.1	G	3C	14.323944878270595	135.6314	0.3336	248.8	20.899	66.1812
15	2	192	Eschweilera	sagotiana	E sagotiana	NA	3C	24.98732606542759	63.4002	0.485	380.2	34.974000000000004	74.5722
15	2	263	Eschweilera	sagotiana	E sagotiana	NA	3A	19.576058000303146	45.6274	0.5264	438	44.852000000000004	79.353
15	2	304	Eschweilera	sagotiana	E sagotiana	NA	3	29.60281941509256	66.63380000000001	0.473	201.8	57.48	57.9684
15	2	408	Eschweilera	sagotiana	E sagotiana	NA	3C	27.374650211806024	75.39620000000001	0.448	333.6	79.138	60.454
15	2	441	Eschweilera	decolorans	E decolorans	NA	3A	21.645072260497788	64.0978	0.5946	328.8	88.354	67.974
15	2	457	Symphonia	sp.1	S sp.1	G	5A	32.785918276930474	104.8778	0.3492	307.6	19.3364	80.7428
15	2	530	Symphonia	sp.1	S sp.1	G	3C	16.074649252281446	127.7152	0.327	261.4	20	66.3874
15	2	769	Eschweilera	sagotiana	E sagotiana	NA	4C	38.67465117133061	62.2508	0.4394	253.6	67.804	74.1098
15	2	881	Eschweilera	decolorans	E decolorans	NA	4B	21.485917317405892	101.7052	0.4582	129	55.506	55.2812
15	2	932	Symphonia	sp.1	S sp.1	G	5A	44.24507417954695	93.9376	0.368	312	12.6814	76.5064
15	2	962	Eschweilera	sagotiana	E sagotiana	NA	2A	21.167607431222102	78.523	0.4092	244	48.086	56.7966
15	2	974	Symphonia	sp.1	S sp.1	S	5A	35.3323973664008	59.251799999999996	0.3938	470.6	8.045	73.3058
15	2	1025	Eschweilera	sagotiana	E sagotiana	NA	2C	15.119719593730073	68.2964	0.4318	271.6	50.566	65.759
15	2	1093	Symphonia	sp.1	S sp.1	S	5B	40.10704565915766	56.1608	0.4244	462.4	7.5974	76.617
15	2	1113	Symphonia	sp.1	S sp.1	S	1B	24.191551349968115	96.8914	0.357	316.8	16.4202	86.6502
15	2	1115	Eschweilera	sagotiana	E sagotiana	NA	4C	26.738030439438443	60.1222	0.4986	305.6	65.266	65.3762
15	2	2846	Symphonia	sp.1	S sp.1	S	4B	19.73521294339504	76.85940000000001	0.397	364.2	26.429	99.5162
15	2	2997	Symphonia	sp.1	S sp.1	S	2B	10.345071300973208	105.2968	0.327	335.8	15.968800000000002	71.1002
15	3	216	Eschweilera	sagotiana	E sagotiana	NA	4A	38.19718634205492	56.9212	0.5036	368.2	60.174	81.8982
15	3	247	Symphonia	sp.1	S sp.1	S	4C	29.921129301276356	86.1574	0.35	381.6	14.4432	82.344
15	3	248	Eschweilera	sagotiana	E sagotiana	NA	2A	24.6690161792438	76.407	0.448	303.2	140.242	78.9532
15	3	267	Symphonia	sp.1	S sp.1	S	4B	23.39577663450864	119.4396	0.3092	305.8	15.2246	89.0912
15	3	283	Eschweilera	sagotiana	E sagotiana	NA	5A	36.92394679731976	62.5338	0.523	331.2	92.91	90.0046
15	3	332	Eschweilera	sagotiana	E sagotiana	NA	1B	23.07746674832485	95.5348	0.4334	252.2	107.50200000000001	69.298
15	3	631	Eschweilera	collina	E collina	NA	2B	17.188733853924713	87.247	0.4454	251.4	50.348	68.3052
15	3	700	Eschweilera	coriacea	E coriacea	NA	2A	12.414085561167848	91.0542	0.5186000000000001	233.4	56.488	97.4442
15	3	966	Symphonia	sp.1	S sp.1	S	5B	41.539440146984724	71.7688	0.3752	420.4	11.7144	99.014
15	3	994	Eschweilera	sagotiana	E sagotiana	NA	4B	30.08028424436825	67.9004	0.4946	319.2	97.664	90.404
15	3	1044	Eschweilera	sagotiana	E sagotiana	NA	3C	31.8309886183791	72.3192	0.4492	297.6	82.58	82.2902
15	3	1106	Eschweilera	sagotiana	E sagotiana	NA	3A	22.28169203286537	63.496	0.47000000000000003	351.4	66.646	65.3238
15	3	1114	Eschweilera	sagotiana	E sagotiana	NA	2B	29.921129301276356	91.3138	0.41	265.6	72.674	65.42
15	3	1125	Symphonia	sp.1	S sp.1	S	3A	17.825353626292294	83.5068	0.3712	356.4	13.3034	85.617
15	3	2687	Eschweilera	decolorans	E decolorans	NA	2B	13.369015219719222	108.7202	0.44	205.4	46.236	63.760400000000004
15	3	2799	Eschweilera	decolorans	E decolorans	NA	2C	11.459155902616477	121.52499999999999	0.4318	195.6	69.482	76.6804
15	3	2830	Symphonia	sp.1	S sp.1	S	1A	10.822536130248894	124.5972	0.3202	279.6	18.3854	70.287
15	4	1	Symphonia	globulifera	S globulifera	G	5A	31.512678732195308	82.2204	0.3136	467.8	34.92	82.83800000000001
15	4	5	Eschweilera	wachenheimii	E wachenheimii	NA	1C	19.257748114119355	107.5428	0.5068	185	32.922	64.6464
15	4	13	Symphonia	sp.1	S sp.1	S	5A	28.64788975654119	75.4222	0.3752	394	12.851	106.0346
15	4	16	Eschweilera	decolorans	E decolorans	NA	2C	16.552114081557132	103.6218	0.4572	204.2	69.03	64.0696
15	4	40	Symphonia	sp.1	S sp.1	S	3A	31.990143561470994	82.7756	0.3662	374.6	19.811	88.285
15	4	147	Symphonia	sp.1	S sp.1	S	2B	19.09859317102746	94.5534	0.3786	330.2	17.552599999999998	89.5936
15	4	235	Symphonia	globulifera	S globulifera	G	5B	48.06479281375244	70.446	0.3326	497.8	26.8982	82.53659999999999
15	4	236	Eschweilera	wachenheimii	E wachenheimii	NA	2A	17.188733853924713	100.8202	0.4778	196.2	42.726	72.954
15	4	283	Eschweilera	sagotiana	E sagotiana	NA	3C	26.101410667070862	76.6246	0.47600000000000003	318.8	62.376	78.3644
15	4	286	Symphonia	sp.1	S sp.1	S	3A	23.07746674832485	92.89240000000001	0.377	321.2	15.4366	93.2324
15	4	547	Eschweilera	sagotiana	E sagotiana	NA	5B	31.194368846011518	52.513	0.4782	416	71.36200000000001	67.048
15	4	607	Eschweilera	sagotiana	E sagotiana	NA	3C	16.23380419537334	74.636	0.48619999999999997	323.6	100.378	62.120000000000005
15	4	613	Eschweilera	sagotiana	E sagotiana	NA	5A	25.78310078088707	50.8828	0.4946	406.6	48.222	69.553
15	4	664	Symphonia	globulifera	S globulifera	G	5B	45.518313724282116	108.4966	0.3058	348.2	40.315	83.028
15	4	938	Symphonia	globulifera	S globulifera	S	4B	27.056340325622234	98.548	0.3754	297.4	15.712200000000001	98.1748
15	4	1006	Eschweilera	sagotiana	E sagotiana	NA	3C	14.48309982136249	55.0248	0.4714	394.8	72.896	72.45
15	4	1094	Eschweilera	decolorans	E decolorans	NA	2A	14.323944878270595	105.7706	0.5006	206.6	49.26	83.4376
15	4	1098	Symphonia	globulifera	S globulifera	S	4B	28.01126998417361	78.1484	0.396	357.8	13.9298	95.7234
15	4	1118	Symphonia	sp.1	S sp.1	S	5A	36.12817208186028	86.3504	0.35760000000000003	368	11.1244	65.0464
15	4	1131	Eschweilera	collina	E collina	NA	3A	17.825353626292294	100.69800000000001	0.4738	239.4	48.474	80.839
16	1	115	Eschweilera	pedicellata	E pedicellata	NA	2A	15.278874536821968	110.7842	0.3772	179	104.032	54.3842
16	1	279	Eschweilera	pedicellata	E pedicellata	NA	3C	14.1647899351787	122.5344	0.4564	153.2	138.748	72.46940000000001
16	1	293	Symphonia	globulifera	S globulifera	S	2B	31.8309886183791	112.6816	0.341	287.6	14.7936	86.0314
16	1	297	Symphonia	globulifera	S globulifera	S	3A	21.485917317405892	109.0564	0.3272	290.4	19.1454	88.9054
16	1	330	Eschweilera	coriacea	E coriacea	NA	3C	21.804227203589683	99.8748	0.4446	169.6	94.83999999999999	73.3252
16	1	335	Eschweilera	coriacea	E coriacea	NA	2C	21.167607431222102	78.92320000000001	0.4724	206	89.184	79.6148
16	1	561	Eschweilera	wachenheimii	E wachenheimii	NA	3C	37.08310174041165	99.00675000000001	0.4925	171.75	25.0475	51.0435
16	1	2742	Eschweilera	coriacea	E coriacea	NA	2B	12.095775674984058	94.4412	0.38280000000000003	256.6	149.106	63.5108
16	1	2783	Symphonia	globulifera	S globulifera	S	1B	12.891550390443536	130.597	0.313	247.6	19.0616	55.1432
16	2	251	Eschweilera	wachenheimii	E wachenheimii	NA	4A	21.645072260497788	119.4852	0.4712	178	23.08	54.287
16	2	288	Eschweilera	coriacea	E coriacea	NA	4A	17.825353626292294	120.0364	0.4144	117.8	80.872	65.3238
16	2	537	Eschweilera	sagotiana	E sagotiana	NA	4C	40.10704565915766	67.613	0.4554	332	60.943999999999996	62.476
16	2	553	Eschweilera	coriacea	E coriacea	NA	3A	14.960564650638178	97.0356	0.4768	178.4	104.294	73.2814
16	2	572	Eschweilera	coriacea	E coriacea	NA	3A	17.825353626292294	62.092	0.6158	225	70.88	67.5348
16	3	29	Eschweilera	wachenheimii	E wachenheimii	NA	2A	19.894367886486936	114.6072	0.493	170	19.66	57.298
16	3	52	Eschweilera	coriacea	E coriacea	NA	2	11.777465788800267	98.8382	0.5686	159.4	95.16	89.0658
16	3	54	Eschweilera	coriacea	E coriacea	NA	5	47.74648292756865	85.80799999999999	0.4948	206.6	94.574	80.9846
16	3	175	Eschweilera	coriacea	E coriacea	NA	2	23.236621691416744	122.4428	0.4226	160.8	79.822	86.31139999999999
16	3	189	Eschweilera	coriacea	E coriacea	NA	1	10.185916357881313	113.7444	0.4556	182	34.406	69.774
16	3	214	Eschweilera	coriacea	E coriacea	NA	4B	39.47042588679008	87.33625	0.4685	187.5	99.97749999999999	62.8185
16	3	254	Eschweilera	coriacea	E coriacea	NA	3	19.09859317102746	111.815	0.4494	202.4	65.876	75.2358
16	3	260	Eschweilera	coriacea	E coriacea	NA	1	17.188733853924713	161.1862	0.31420000000000003	175	53.025999999999996	48.9794
16	3	262	Eschweilera	wachenheimii	E wachenheimii	NA	2	25.942255723978967	123.589	0.4484	137.8	29.674	60.6346
16	3	277	Eschweilera	coriacea	E coriacea	NA	4	33.422538049298055	120.5618	0.5424	186.4	106.928	91.9672
16	3	327	Eschweilera	coriacea	E coriacea	NA	4	33.422538049298055	132.7944	0.40399999999999997	128.2	91.52799999999999	92.6742
16	3	332	Symphonia	sp.1	S sp.1	S	3B	30.557749073643937	80.6786	0.3706	369.6	8.8912	101.214
16	3	376	Eschweilera	wachenheimii	E wachenheimii	NA	1	11.30000095952458	134.0006	0.4418	90.4	28.286	62.5722
16	3	402	Eschweilera	coriacea	E coriacea	NA	2B	14.005634992086804	105.098	0.4294	159.2	66.538	71.40559999999999
16	3	502	Eschweilera	wachenheimii	E wachenheimii	NA	2	24.191551349968115	81.2454	0.494	221.8	24.233999999999998	63.8764
16	3	512	Eschweilera	coriacea	E coriacea	NA	1A	18.621128341751774	102.984	0.4168	185.8	93.282	90.6784
16	3	2660	Eschweilera	sagotiana	E sagotiana	NA	2B	11.618310845708372	92.378	0.4042	237.8	120.928	70.7844
16	3	2687	Eschweilera	coriacea	E coriacea	NA	3B	12.095775674984058	106.149	0.4692	153.2	89.142	70.0752
16	4	343	Eschweilera	coriacea	E coriacea	NA	4	44.24507417954695	81.1244	0.4888	201	115.58800000000001	82.295
16	4	453	Eschweilera	coriacea	E coriacea	NA	4A	26.101410667070862	89.0206	0.4536	210.4	80.202	67.0898
16	4	489	Eschweilera	sagotiana	E sagotiana	NA	4C	55.067610309795846	80.1266	0.4806	226.6	51.724000000000004	57.9338
16	4	561	Eschweilera	coriacea	E coriacea	NA	1	31.8309886183791	89.21820000000001	0.4794	190	108.35	55.3866
16	5	54	Eschweilera	coriacea	E coriacea	NA	5	32.308453447654784	96.277	0.4382	200.2	75.488	92.3496
16	5	125	Eschweilera	sagotiana	E sagotiana	NA	5	61.752117919655454	82.0402	0.4472	197.6	87.584	102.182
16	5	199	Eschweilera	sagotiana	E sagotiana	NA	4A	51.24789167559035	93.609	0.4502	192.6	41.424	95.71340000000001
16	6	159	Eschweilera	sagotiana	E sagotiana	NA	4	46.1549334966497	93.8632	0.4558	182.6	88.294	78.4468
16	6	196	Eschweilera	coriacea	E coriacea	NA	2B	16.870423967740923	119.548	0.467	205.8	79.164	79.1132
16	6	229	Eschweilera	grandiflora_form2	E grandiflora_form2	NA	1A	13.84648004899491	111.716	0.44380000000000003	197.4	71.562	81.1048
16	6	260	Eschweilera	grandiflora_form2	E grandiflora_form2	NA	4A	32.46760839074668	75.17920000000001	0.488	178	56.56	81.767
16	6	370	Eschweilera	pedicellata	E pedicellata	NA	2A	19.894367886486936	93.674	0.3908	235	124.2125	71.8204
16	6	2662	Eschweilera	coriacea	E coriacea	NA	2B	14.005634992086804	138.1704	0.3942	142.8	133.15200000000002	66.6256
16	7	58	Eschweilera	coriacea	E coriacea	NA	4A	60.638033318012184	66.3092	0.4402	290.6	130.894	81.3656
16	7	185	Eschweilera	sagotiana	E sagotiana	NA	3C	13.369015219719222	117.9252	0.4572	137.2	61.474	70.074
16	7	2671	Eschweilera	coriacea	E coriacea	NA	2B	10.981691073340789	73.781	0.4884	239	90.47	72.3924
16	8	40	Eschweilera	coriacea	E coriacea	NA	4A	25.46479089470328	100.1964	0.42719999999999997	166.8	59.98	89.3264
16	8	85	Eschweilera	pedicellata	E pedicellata	NA	4B	22.60000191904916	67.1426	0.5116	243	43.622	116.6144
16	8	114	Eschweilera	coriacea	E coriacea	NA	3B	17.029578910832818	106.9816	0.3584	225.4	72.998	51.3036
16	8	120	Eschweilera	sagotiana	E sagotiana	NA	4B	14.642254764454385	98.871	0.4512	186.4	102.232	65.37
16	8	310	Eschweilera	pedicellata	E pedicellata	NA	2A	12.095775674984058	120.21860000000001	0.3878	161	93.25	77.4238
16	8	347	Eschweilera	coriacea	E coriacea	NA	4C	27.056340325622234	94.1254	0.4504	190.2	110.66	84.0398
16	8	352	Eschweilera	coriacea	E coriacea	NA	4B	24.6690161792438	130.7554	0.4316	151.4	104.766	53.279
16	8	396	Eschweilera	coriacea	E coriacea	NA	4B	27.69296009798982	108.6622	0.4494	164.4	68.67999999999999	73.913
16	8	421	Eschweilera	coriacea	E coriacea	NA	4C	46.79155326901728	91.251	0.4844	203.2	71.086	64.4962
16	8	433	Symphonia	sp.1	S sp.1	S	2B	18.302818455567984	123.5424	0.3284	262.2	8.4896	67.7582
16	8	479	Symphonia	sp.1	S sp.1	SG	3A	41.69859509007662	86.65899999999999	0.3656	305	17.346800000000002	74.03059999999999
16	8	491	Eschweilera	coriacea	E coriacea	NA	3B	19.09859317102746	108.4236	0.4274	177	118.382	68.6564
16	11	32	Symphonia	sp.1	S sp.1	S	2B	20.05352282957883	125.8416	0.3222	243.2	20.5284	89.5008
16	11	174	Symphonia	sp.1	S sp.1	S	1B	12.254930618075953	129.919	0.353	205	20.003800000000002	72.1346
16	11	225	Eschweilera	coriacea	E coriacea	NA	2A	28.3295798703574	110.3372	0.4514	189	99.97800000000001	73.8142
16	11	248	Symphonia	globulifera	S globulifera	S	2B	21.167607431222102	94.8176	0.3464	314.4	19.336	90.9376
16	11	380	Symphonia	globulifera	S globulifera	G	5B	57.93239928544996	98.3742	0.324	326.4	37.9818	67.8282
16	11	445	Symphonia	globulifera	S globulifera	G	5A	50.45211696013087	96.917	0.3584	309.8	35.8696	77.9872
16	11	545	Symphonia	globulifera	S globulifera	G	4B	20.371832715762626	97.9778	0.327	338.2	60.321600000000004	67.42660000000001
16	11	2734	Eschweilera	coriacea	E coriacea	NA	1B	12.254930618075953	94.9378	0.5402	196.4	198.672	68.223
16	12	6	Symphonia	globulifera	S globulifera	G	5B	51.56620156177414	91.4052	0.325	344.4	30.503400000000003	79.0986
16	12	7	Symphonia	globulifera	S globulifera	G	2B	16.870423967740923	134.97480000000002	0.2908	242.6	47.6154	64.5844
16	12	15	Eschweilera	coriacea	E coriacea	NA	4A	20.690142601946416	101.4534	0.4484	190	115.436	81.06099999999999
16	12	34	Eschweilera	coriacea	E coriacea	NA	4C	23.236621691416744	104.0382	0.4382	203.6	60.232	82.3806
16	12	105	Eschweilera	sagotiana	E sagotiana	NA	4A	32.785918276930474	82.48140000000001	0.5186000000000001	204.6	68.098	74.7838
16	12	111	Eschweilera	coriacea	E coriacea	NA	4C	19.09859317102746	100.326	0.4994	179.6	80.688	72.127
16	12	141	Eschweilera	coriacea	E coriacea	NA	4A	42.971834634811785	109.1548	0.4246	206.6	42.03	59.105599999999995
16	12	157	Eschweilera	coriacea	E coriacea	NA	4A	38.19718634205492	111.0412	0.4656	166.2	96.144	76.5558
16	12	173	Eschweilera	coriacea	E coriacea	NA	4C	41.69859509007662	102.25359999999999	0.4474	205.6	76.764	64.7422
16	12	191	Eschweilera	coriacea	E coriacea	NA	4C	26.738030439438443	85.1126	0.4894	210.8	50.826	72.9456
16	12	213	Eschweilera	sagotiana	E sagotiana	NA	4C	39.47042588679008	54.1762	0.5382	354.2	37.252	78.985
16	12	215	Eschweilera	sagotiana	E sagotiana	NA	4C	26.101410667070862	75.926	0.425	340.4	74.656	56.3544
16	12	269	Eschweilera	grandiflora_form2	E grandiflora_form2	NA	4A	40.10704565915766	93.6716	0.4664	216	66.196	74.99
16	12	272	Eschweilera	coriacea	E coriacea	NA	1A	15.91549430918955	119.34660000000001	0.3932	217.8	85.07600000000001	75.6186
16	12	284	Eschweilera	grandiflora_form2	E grandiflora_form2	NA	3C	31.194368846011518	93.7124	0.4704	198.2	106.276	69.3442
16	12	308	Eschweilera	coriacea	E coriacea	NA	3B	21.008452488130207	111.6068	0.44480000000000003	181.2	81.194	74.033
16	12	352	Eschweilera	grandiflora_form2	E grandiflora_form2	NA	2A	11.459155902616477	110.5878	0.4212	204.8	97.194	61.0964
16	12	357	Eschweilera	grandiflora_form2	E grandiflora_form2	NA	3C	20.84929754503831	108.9764	0.494	176.2	65.044	62.0706
16	12	391	Eschweilera	grandiflora_form2	E grandiflora_form2	NA	3A	19.73521294339504	99.0056	0.5098	195.4	100.044	91.8916
16	12	426	Eschweilera	coriacea	E coriacea	NA	2B	15.278874536821968	114.284	0.4354	196.8	46.246	47.6688
16	12	490	Eschweilera	pedicellata	E pedicellata	NA	3B	13.687325105903012	80.2416	0.471	263	104.452	116.9092
16	12	2669	Eschweilera	coriacea	E coriacea	NA	1B	14.323944878270595	130.4426	0.4044	186.6	86.98400000000001	60.163
16	15	43	Symphonia	globulifera	S globulifera	G	2B	19.73521294339504	106.8894	0.3018	304.8	56.4912	71.1798
16	15	2814	Symphonia	Indet.	S Indet.	SG	1A	10.981691073340789	166.1822	0.2886	180.8	23.4026	57.3222
16	16	391	Eschweilera	coriacea	E coriacea	NA	5A	28.3295798703574	85.37780000000001	0.449	267.8	80.058	78.09020000000001
16	16	508	Symphonia	globulifera	S globulifera	G	5B	66.68592115550422	77.4786	0.4102	294.6	14.9436	88.9926
16	17	210	Symphonia	globulifera	S globulifera	G	2B	15.91549430918955	129.804	0.332	212.8	20.1752	70.5178
16	17	227	Eschweilera	coriacea	E coriacea	NA	2A	14.80140970754628	125.08	0.426	186	124.318	65.3714
16	17	235	Symphonia	Indet.	S Indet.	G	5B	64.61690689530957	87.0804	0.4078	255	18.381	85.1912
16	17	246	Eschweilera	coriacea	E coriacea	NA	1A	10.185916357881313	116.7998	0.3972	213	73.634	73.6464
16	17	297	Eschweilera	coriacea	E coriacea	NA	3A	40.10704565915766	102.7078	0.4798	201.6	81.654	90.3928
16	17	315	Eschweilera	sagotiana	E sagotiana	NA	2B	22.60000191904916	61.7784	0.4812	339.8	107.664	84.1474
16	17	346	Eschweilera	coriacea	E coriacea	NA	3C	28.807044699633085	89.4482	0.4666	215.8	87.994	97.8146
16	17	357	Eschweilera	sagotiana	E sagotiana	NA	3B	32.626763333838575	81.7156	0.4114	314.8	44.384	79.901
16	17	369	Eschweilera	coriacea	E coriacea	NA	3A	20.212677772670727	114.2388	0.4838	184.4	103.898	68.56479999999999
